model,layer_name,layer_key,shape,numel,official_threshold_2048_backend,valid_full_cuda_backend,fallback_reason_official,guard_status,dtype_ok,contiguous_ok,shape_supported,state_owner_stable,q8_supported,rel_l2_contribution,payload_bytes,estimated_time_ms
resnet50,layer1.1.bn1.bias,layer1.1.bn1.bias|torch.float32|64,64,64,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000001618,64,0.021529
resnet50,layer1.1.conv2.weight,layer1.1.conv2.weight|torch.float32|64x64x3x3,64x64x3x3,36864,cuda,cuda,,pass,True,True,True,True,True,0.000682268,36864,0.017577
resnet50,layer1.1.bn2.weight,layer1.1.bn2.weight|torch.float32|64,64,64,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000001877,64,0.021529
resnet50,layer1.1.bn2.bias,layer1.1.bn2.bias|torch.float32|64,64,64,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000001480,64,0.021529
resnet50,layer1.1.conv3.weight,layer1.1.conv3.weight|torch.float32|256x64x1x1,256x64x1x1,16384,cuda,cuda,,pass,True,True,True,True,True,0.000422084,16384,0.007812
resnet50,layer1.1.bn3.weight,layer1.1.bn3.weight|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003924,256,0.086118
resnet50,layer1.1.bn3.bias,layer1.1.bn3.bias|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000004210,256,0.086118
resnet50,layer1.2.conv1.weight,layer1.2.conv1.weight|torch.float32|64x256x1x1,64x256x1x1,16384,cuda,cuda,,pass,True,True,True,True,True,0.000416836,16384,0.007812
resnet50,layer1.2.bn1.weight,layer1.2.bn1.weight|torch.float32|64,64,64,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000001657,64,0.021529
resnet50,layer1.2.bn1.bias,layer1.2.bn1.bias|torch.float32|64,64,64,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000001324,64,0.021529
resnet50,layer1.2.conv2.weight,layer1.2.conv2.weight|torch.float32|64x64x3x3,64x64x3x3,36864,cuda,cuda,,pass,True,True,True,True,True,0.000758124,36864,0.017577
resnet50,layer1.2.bn2.weight,layer1.2.bn2.weight|torch.float32|64,64,64,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002368,64,0.021529
resnet50,layer1.2.bn2.bias,layer1.2.bn2.bias|torch.float32|64,64,64,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003048,64,0.021529
resnet50,layer1.2.conv3.weight,layer1.2.conv3.weight|torch.float32|256x64x1x1,256x64x1x1,16384,cuda,cuda,,pass,True,True,True,True,True,0.000402195,16384,0.007812
resnet50,layer1.2.bn3.weight,layer1.2.bn3.weight|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000004151,256,0.086118
resnet50,layer1.2.bn3.bias,layer1.2.bn3.bias|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003707,256,0.086118
