payload_mb,direction,host_buffer_kind,allocation_policy,copy_api,sync_location,repeat_index,wall_ms,cuda_event_ms,gb_per_s_wall,gb_per_s_event,status
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,2.737066,2.723776,11.417336,11.473043,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,2.736728,2.723744,11.418747,11.473178,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,2.736474,2.724064,11.419804,11.471830,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,2.737226,2.724000,11.416668,11.472100,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,2.738561,2.725120,11.411100,11.467385,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,2.737702,2.724448,11.414683,11.470214,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,2.737010,2.724096,11.417569,11.471695,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,2.737829,2.724544,11.414151,11.469809,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,2.737063,2.724320,11.417348,11.470753,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,2.736942,2.723488,11.417853,11.474256,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,2.737169,2.724224,11.416905,11.471156,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,2.737383,2.724288,11.416012,11.470887,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,2.736670,2.723616,11.418987,11.473718,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,2.736701,2.723808,11.418859,11.472908,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,2.736480,2.723296,11.419780,11.475066,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,2.737143,2.723616,11.417014,11.473718,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,2.738170,2.724640,11.412731,11.469406,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,0,2.569069,2.555744,12.163939,12.227360,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,1,2.567261,2.553824,12.172504,12.236552,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,2,2.567324,2.554272,12.172208,12.234406,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,3,2.567525,2.554112,12.171254,12.235172,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,4,2.566848,2.554368,12.174465,12.233946,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,5,2.566713,2.554080,12.175105,12.235325,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,6,2.565526,2.553472,12.180736,12.238239,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,7,2.566010,2.553440,12.178442,12.238392,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,8,2.567309,2.553984,12.172279,12.235786,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,9,2.566705,2.553792,12.175145,12.236705,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,10,2.566241,2.553856,12.177346,12.236399,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,11,2.567877,2.554240,12.169586,12.234559,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,12,2.567154,2.554240,12.173012,12.234559,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,13,2.568400,2.556160,12.167110,12.225369,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,14,2.566629,2.553600,12.175503,12.237625,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,15,2.566919,2.554496,12.174129,12.233333,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,16,2.571268,2.558272,12.153537,12.215277,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,17,2.578151,2.564992,12.121088,12.183274,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,18,2.570077,2.557856,12.159170,12.217263,ok
32,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,19,2.567188,2.554336,12.172853,12.234099,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,0,2.739050,2.726816,11.409063,11.460253,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,1,2.736215,2.724032,11.420888,11.471965,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,2,2.736734,2.723840,11.418719,11.472774,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,3,2.736005,2.723488,11.421763,11.474256,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,4,2.735868,2.723552,11.422334,11.473987,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,5,2.736930,2.724192,11.417903,11.471292,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,6,2.737007,2.724096,11.417581,11.471695,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,7,2.735979,2.723168,11.421872,11.475605,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,8,2.735619,2.723168,11.423373,11.475605,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,9,2.737911,2.724896,11.413810,11.468328,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,10,2.735297,2.722528,11.424718,11.478303,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,11,2.737889,2.725312,11.413903,11.466577,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,12,2.740441,2.727808,11.403275,11.456085,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,13,2.743581,2.730336,11.390222,11.445478,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,14,2.742339,2.728832,11.395382,11.451786,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,15,2.739434,2.726496,11.407465,11.461598,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,16,2.738219,2.725696,11.412529,11.464961,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,17,2.740776,2.728736,11.401880,11.452189,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,18,2.736512,2.723904,11.419648,11.472505,ok
32,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,19,2.735387,2.722784,11.424345,11.477223,ok
